region	tags	indicator	Всего / 3	Из графы 3 прошли за последние три года: / повышение квалифика-ции и (или) профессио-нальную перепод-готовку / 4	Из графы 3 прошли за последние три года: / из них: / по профилю педагогиче-ской деятельнос-ти / 5	Из графы 3 прошли за последние три года: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий / 6	Из графы 3 прошли за последние три года: / из них: / в форме стажировки / 7	Из графы 3 прошли за последние три года: / в том числе (из гр. 7) в ведущих российских и зарубежных университе- тах и научных центрах / 8	Из графы 3 прошли за последние три года: / из них (из гр. 8) в зарубежных университе-тах и научных центрах / 9	Из граф 4-8 прошли в предыдущем учебном году: / повышение квалифика- ции и (или) профессио-нальную перепод-готовку (из гр. 4) / 10	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по профилю педагогиче- ской деятельнос-ти (из гр. 5) / 11	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий (из гр. 6) / 12	Из граф 4-8 прошли в предыдущем учебном году: / из них: / в форме стажировки (из гр. 7) / 13	Из граф 4-8 прошли в предыдущем учебном году: / в том числе (из гр. 8) в ведущих российских и зарубежных университе- тах и научных центрах / 14	Из граф 4-8 прошли в предыдущем учебном году: / из них (из гр. 9) в зарубежных университе-тах и научных центрах / 15
Российская Федерация	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	2166.0	1997.0	1476.0	1353.0	147.0	100.0	29.0	1431.0	811.0	618.0	58.0	40.0	8.0
Российская Федерация	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	203454.0	178401.0	127128.0	114662.0	7280.0	3322.0	837.0	106052.0	61074.0	46696.0	3296.0	1553.0	317.0
Российская Федерация	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	499.0	109.0	15.0	66.0	1.0	0.0	0.0	40.0	4.0	31.0	0.0	0.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	директор филиала / 05	417.0	374.0	214.0	226.0	17.0	2.0	1.0	263.0	124.0	120.0	9.0	0.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	директора институтов / 11	1019.0	943.0	640.0	606.0	72.0	45.0	11.0	693.0	370.0	278.0	40.0	26.0	3.0
Российская Федерация	персонал; Государственные, Муниципальные	доценты / 13	102739.0	92473.0	66082.0	59444.0	3995.0	1701.0	500.0	55252.0	32204.0	24702.0	1828.0	780.0	191.0
Российская Федерация	персонал; Государственные, Муниципальные	заведующие кафедрами / 10	14082.0	12844.0	9533.0	8588.0	577.0	327.0	80.0	8373.0	4672.0	3632.0	299.0	178.0	31.0
Российская Федерация	персонал; Государственные, Муниципальные	из них:  ректор / 02	480.0	428.0	247.0	234.0	31.0	25.0	9.0	341.0	148.0	113.0	19.0	14.0	2.0
Российская Федерация	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	201317.0	177153.0	126268.0	114006.0	7276.0	3320.0	835.0	105371.0	60677.0	46475.0	3296.0	1553.0	317.0
Российская Федерация	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	823.0	179.0	8.0	114.0	2.0	1.0	1.0	104.0	5.0	77.0	0.0	0.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	инженеры-электроники / 25	1524.0	377.0	48.0	202.0	4.0	2.0	2.0	182.0	23.0	66.0	0.0	0.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	иные педагогические работники / 17	7612.0	4335.0	3142.0	2516.0	258.0	21.0	4.0	1991.0	1241.0	866.0	118.0	7.0	3.0
Российская Федерация	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	324.0	54.0	2.0	32.0	0.0	0.0	0.0	29.0	0.0	18.0	0.0	0.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	президент / 03	78.0	56.0	28.0	20.0	4.0	4.0	2.0	29.0	14.0	6.0	1.0	1.0	1.0
Российская Федерация	персонал; Государственные, Муниципальные	преподаватели / 15	6163.0	4611.0	3247.0	2788.0	153.0	50.0	21.0	2687.0	1628.0	1133.0	73.0	17.0	8.0
Российская Федерация	персонал; Государственные, Муниципальные	проректоры / 04	2317.0	1967.0	1048.0	990.0	123.0	91.0	26.0	1407.0	619.0	456.0	78.0	57.0	14.0
Российская Федерация	персонал; Государственные, Муниципальные	профессора / 12	26016.0	22075.0	15379.0	13916.0	775.0	374.0	81.0	12108.0	6900.0	5099.0	365.0	200.0	32.0
Российская Федерация	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	3704.0	887.0	109.0	581.0	13.0	8.0	2.0	430.0	49.0	272.0	8.0	5.0	2.0
Российская Федерация	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	2121.0	634.0	71.0	411.0	6.0	1.0	0.0	319.0	32.0	168.0	4.0	1.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	2913.0	737.0	72.0	508.0	4.0	0.0	0.0	388.0	33.0	264.0	3.0	0.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	373.0	67.0	8.0	39.0	0.0	0.0	0.0	27.0	4.0	16.0	0.0	0.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	старшие преподаватели / 14	35493.0	31109.0	21819.0	20322.0	1280.0	533.0	86.0	18270.0	10112.0	8058.0	469.0	178.0	30.0
Российская Федерация	персонал; Государственные, Муниципальные	техники-электроники / 30	502.0	67.0	6.0	36.0	0.0	0.0	0.0	29.0	3.0	15.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	Инженерно-технический персонал / 19	1177.0	405.0	65.0	251.0	2.0	0.0	0.0	188.0	30.0	100.0	1.0	0.0	0.0
Российская Федерация	персонал; Частные	Научные работники / 18	1021.0	368.0	208.0	248.0	5.0	0.0	0.0	207.0	97.0	115.0	1.0	0.0	0.0
Российская Федерация	персонал; Частные	Педагогические работники - всего (сумма строк 07,17): / 06	11812.0	10363.0	7389.0	7396.0	395.0	168.0	45.0	6512.0	3917.0	4130.0	222.0	70.0	21.0
Российская Федерация	персонал; Частные	Руководящий персонал - всего / 01	2127.0	1512.0	789.0	959.0	34.0	18.0	10.0	924.0	460.0	441.0	17.0	11.0	3.0
Российская Федерация	персонал; Частные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	1360.0	392.0	73.0	309.0	2.0	0.0	0.0	177.0	28.0	122.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	Учебно-вспомогательный персонал / 20	3909.0	2036.0	411.0	1510.0	12.0	1.0	1.0	1064.0	180.0	731.0	8.0	0.0	0.0
Российская Федерация	персонал; Частные	ассистенты / 16	104.0	58.0	42.0	46.0	0.0	0.0	0.0	37.0	25.0	27.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	217.0	111.0	26.0	87.0	1.0	0.0	0.0	56.0	12.0	38.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	в том числе: деканы факультетов / 09	258.0	246.0	197.0	175.0	13.0	5.0	3.0	157.0	105.0	86.0	6.0	2.0	0.0
Российская Федерация	персонал; Частные	в том числе: профессорско-преподавательский  состав - всего: / 07	11631.0	10259.0	7333.0	7321.0	395.0	168.0	45.0	6440.0	3878.0	4083.0	222.0	70.0	21.0
Российская Федерация	персонал; Частные	графические и мультимедийные дизайнеры / 27	114.0	41.0	8.0	35.0	0.0	0.0	0.0	17.0	0.0	17.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	директор филиала / 05	125.0	101.0	61.0	79.0	3.0	2.0	1.0	59.0	39.0	34.0	2.0	2.0	1.0
Российская Федерация	персонал; Частные	директора институтов / 11	13.0	13.0	12.0	11.0	0.0	0.0	0.0	11.0	10.0	9.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	доценты / 13	6036.0	5389.0	3786.0	3894.0	218.0	83.0	21.0	3385.0	1951.0	2291.0	122.0	30.0	9.0
Российская Федерация	персонал; Частные	заведующие кафедрами / 10	957.0	900.0	724.0	681.0	34.0	16.0	6.0	582.0	384.0	356.0	13.0	7.0	2.0
Российская Федерация	персонал; Частные	из них:  ректор / 02	210.0	182.0	120.0	119.0	4.0	2.0	1.0	111.0	68.0	54.0	1.0	1.0	0.0
Российская Федерация	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	11510.0	10150.0	7251.0	7270.0	383.0	168.0	45.0	6390.0	3838.0	4051.0	213.0	70.0	21.0
Российская Федерация	персонал; Частные	инженеры по телекоммуникациям / 26	40.0	13.0	3.0	9.0	0.0	0.0	0.0	5.0	2.0	4.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	инженеры-электроники / 25	39.0	17.0	3.0	11.0	0.0	0.0	0.0	7.0	1.0	2.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	иные педагогические работники / 17	181.0	104.0	56.0	75.0	0.0	0.0	0.0	72.0	39.0	47.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	президент / 03	33.0	23.0	15.0	19.0	0.0	0.0	0.0	15.0	7.0	11.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	преподаватели / 15	489.0	366.0	244.0	213.0	16.0	14.0	0.0	233.0	144.0	93.0	9.0	8.0	0.0
Российская Федерация	персонал; Частные	проректоры / 04	579.0	491.0	314.0	337.0	6.0	3.0	2.0	326.0	197.0	168.0	2.0	1.0	0.0
Российская Федерация	персонал; Частные	профессора / 12	1402.0	1262.0	880.0	896.0	46.0	33.0	4.0	802.0	450.0	485.0	31.0	12.0	2.0
Российская Федерация	персонал; Частные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	545.0	67.0	10.0	49.0	0.0	0.0	0.0	40.0	3.0	27.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	специалисты по базам данных и сетям / 24	219.0	95.0	17.0	79.0	1.0	0.0	0.0	38.0	8.0	23.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	163.0	41.0	5.0	35.0	0.0	0.0	0.0	12.0	2.0	11.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	21.0	7.0	1.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	персонал; Частные	старшие преподаватели / 14	2251.0	1916.0	1366.0	1354.0	56.0	17.0	11.0	1183.0	769.0	704.0	32.0	11.0	8.0
Российская Федерация	персонал; Частные	техники-электроники / 30	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	1668.0	295.0	76.0	269.0	2.0	2.0	2.0	141.0	14.0	124.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	Научные работники / 18	646.0	135.0	54.0	96.0	8.0	7.0	3.0	80.0	21.0	34.0	5.0	5.0	1.0
Ростовская область	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	7220.0	6241.0	4897.0	4552.0	404.0	156.0	16.0	3986.0	2427.0	1992.0	165.0	43.0	6.0
Ростовская область	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	711.0	456.0	97.0	198.0	4.0	2.0	0.0	285.0	44.0	60.0	2.0	1.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	429.0	148.0	8.0	86.0	0.0	0.0	0.0	69.0	3.0	48.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	2186.0	655.0	86.0	554.0	5.0	2.0	0.0	348.0	36.0	248.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	ассистенты / 16	492.0	312.0	297.0	168.0	7.0	1.0	0.0	188.0	74.0	82.0	4.0	1.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	73.0	45.0	5.0	28.0	0.0	0.0	0.0	20.0	3.0	14.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	85.0	80.0	59.0	68.0	9.0	2.0	0.0	62.0	35.0	33.0	2.0	2.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	6707.0	5897.0	4643.0	4315.0	404.0	156.0	16.0	3764.0	2279.0	1870.0	165.0	43.0	6.0
Ростовская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	10.0	6.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	директор филиала / 05	20.0	18.0	14.0	8.0	1.0	0.0	0.0	14.0	10.0	4.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	директора институтов / 11	21.0	21.0	19.0	14.0	2.0	2.0	0.0	21.0	15.0	10.0	1.0	1.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	доценты / 13	3559.0	3210.0	2472.0	2381.0	210.0	86.0	8.0	2144.0	1295.0	1069.0	103.0	21.0	1.0
Ростовская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 10	523.0	488.0	379.0	345.0	31.0	8.0	1.0	321.0	165.0	144.0	10.0	4.0	1.0
Ростовская область	персонал; Государственные, Муниципальные	из них:  ректор / 02	8.0	8.0	7.0	6.0	1.0	1.0	0.0	7.0	5.0	1.0	1.0	1.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	6683.0	5892.0	4640.0	4311.0	404.0	156.0	16.0	3761.0	2278.0	1869.0	165.0	43.0	6.0
Ростовская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	34.0	4.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	инженеры-электроники / 25	13.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	иные педагогические работники / 17	513.0	344.0	254.0	237.0	0.0	0.0	0.0	222.0	148.0	122.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	президент / 03	3.0	3.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	преподаватели / 15	266.0	234.0	179.0	155.0	14.0	7.0	3.0	123.0	75.0	71.0	7.0	4.0	2.0
Ростовская область	персонал; Государственные, Муниципальные	проректоры / 04	50.0	47.0	34.0	32.0	1.0	0.0	0.0	36.0	18.0	13.0	1.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	профессора / 12	767.0	703.0	550.0	529.0	60.0	24.0	1.0	412.0	268.0	206.0	12.0	5.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	152.0	49.0	2.0	28.0	0.0	0.0	0.0	25.0	0.0	18.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	64.0	26.0	1.0	13.0	0.0	0.0	0.0	10.0	0.0	6.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	61.0	13.0	0.0	10.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	старшие преподаватели / 14	970.0	844.0	685.0	651.0	71.0	26.0	3.0	490.0	351.0	254.0	26.0	5.0	2.0
Ростовская область	персонал; Государственные, Муниципальные	техники-электроники / 30	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	Инженерно-технический персонал / 19	6.0	5.0	3.0	4.0	0.0	0.0	0.0	5.0	3.0	3.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	Научные работники / 18	6.0	5.0	4.0	3.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	Педагогические работники - всего (сумма строк 07,17): / 06	133.0	131.0	113.0	115.0	16.0	0.0	0.0	109.0	92.0	70.0	12.0	0.0	0.0
Ростовская область	персонал; Частные	Руководящий персонал - всего / 01	27.0	19.0	16.0	15.0	0.0	0.0	0.0	14.0	13.0	7.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	9.0	7.0	6.0	5.0	0.0	0.0	0.0	6.0	5.0	5.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	Учебно-вспомогательный персонал / 20	43.0	21.0	13.0	19.0	0.0	0.0	0.0	20.0	11.0	18.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	ассистенты / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	4.0	2.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	в том числе: деканы факультетов / 09	5.0	5.0	5.0	5.0	0.0	0.0	0.0	5.0	5.0	1.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	в том числе: профессорско-преподавательский  состав - всего: / 07	133.0	131.0	113.0	115.0	16.0	0.0	0.0	109.0	92.0	70.0	12.0	0.0	0.0
Ростовская область	персонал; Частные	графические и мультимедийные дизайнеры / 27	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	директор филиала / 05	3.0	3.0	3.0	3.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	директора институтов / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	доценты / 13	76.0	76.0	63.0	63.0	10.0	0.0	0.0	58.0	48.0	33.0	6.0	0.0	0.0
Ростовская область	персонал; Частные	заведующие кафедрами / 10	14.0	14.0	13.0	14.0	0.0	0.0	0.0	13.0	11.0	9.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	из них:  ректор / 02	4.0	4.0	3.0	3.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	133.0	131.0	113.0	115.0	16.0	0.0	0.0	109.0	92.0	70.0	12.0	0.0	0.0
Ростовская область	персонал; Частные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	иные педагогические работники / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	преподаватели / 15	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	проректоры / 04	9.0	7.0	7.0	5.0	0.0	0.0	0.0	7.0	7.0	3.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	профессора / 12	21.0	21.0	18.0	21.0	1.0	0.0	0.0	19.0	17.0	16.0	1.0	0.0	0.0
Ростовская область	персонал; Частные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	специалисты по базам данных и сетям / 24	2.0	2.0	2.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	персонал; Частные	старшие преподаватели / 14	15.0	15.0	14.0	12.0	5.0	0.0	0.0	14.0	11.0	11.0	5.0	0.0	0.0
Ростовская область	персонал; Частные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	74.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Научные работники / 18	37.0	3.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	1515.0	1425.0	740.0	904.0	22.0	0.0	0.0	820.0	346.0	285.0	5.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	222.0	74.0	18.0	19.0	0.0	0.0	0.0	17.0	5.0	5.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	46.0	9.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	663.0	97.0	7.0	19.0	0.0	0.0	0.0	71.0	3.0	7.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	ассистенты / 16	190.0	188.0	81.0	66.0	1.0	0.0	0.0	167.0	57.0	47.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	14.0	3.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	20.0	19.0	16.0	13.0	0.0	0.0	0.0	9.0	9.0	2.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	1513.0	1425.0	740.0	904.0	22.0	0.0	0.0	820.0	346.0	285.0	5.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	директор филиала / 05	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	директора институтов / 11	7.0	7.0	6.0	4.0	0.0	0.0	0.0	7.0	6.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	доценты / 13	676.0	667.0	350.0	426.0	14.0	0.0	0.0	342.0	148.0	145.0	4.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 10	119.0	112.0	86.0	70.0	1.0	0.0	0.0	91.0	46.0	18.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	из них:  ректор / 02	4.0	3.0	3.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	1490.0	1402.0	722.0	888.0	22.0	0.0	0.0	798.0	340.0	279.0	5.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	инженеры-электроники / 25	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	иные педагогические работники / 17	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	преподаватели / 15	36.0	21.0	9.0	10.0	0.0	0.0	0.0	18.0	3.0	3.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	проректоры / 04	18.0	15.0	11.0	9.0	0.0	0.0	0.0	6.0	2.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	профессора / 12	131.0	107.0	57.0	89.0	2.0	0.0	0.0	30.0	19.0	20.0	1.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
