region	tags	indicator	Число реализуемых образователь-ных программ - всего, ед / 3	Из них / прошли профессио-нально- общественную аккредитацию работодателями и их объедине-ниями / 4	Из них / содержат отдельные дисциплины (модули) в формате онлайн-курсов / 5	Из них / в том числе / онлайн-курсы сторонних организаций, осуществляющих образовательную деятельность / 6	Из них / в том числе / онлайн-курсы в объеме не менее 10% от общей трудоемкости образователь-ной программы / 7	Из них / реализуются полностью в онлайн-формате / 8	Число дисциплин, преподаваемых в рамках образова-тельных программ, реализуемых полностью в онлайн-формате / 9	Численность обучающихся – всего, чел / 10	Сетевая форма реализации образовательных программ / число программ (из графы 3), реализуемых с использованием сетевой формы / 11	Сетевая форма реализации образовательных программ / численность обучающихся (из графы 10) по программам, реализуемым с использованием сетевой формы -всего / 12	Сетевая форма реализации образовательных программ / в том числе (из графы 12) по программам, реализуемым с использованием ресурсов других научных и (или) образовательных организаций / 13	Сетевая форма реализации образовательных программ / в том числе (из графы 13) по очной форме обучения / 14	Сетевая форма реализации образовательных программ / в том числе (из графы 12) с использованием ресурсов иностранных организаций / 15	Сетевая форма реализации образовательных программ / общее число заключенных договоров с организациями на реализацию образовательных программ с использованием сетевой формы, ед / 16	Сетевая форма реализации образовательных программ / из них число заключенных договоров (из графы 16) с использованием ресурсов иностранных организаций / 17	Сетевая форма реализации образовательных программ / число организаций, с которыми заключены договоры на реализацию образовательных программ с использованием сетевой формы, ед / 18	Сетевая форма реализации образовательных программ / в том числе (из графы 18) число иностранных организаций / 19	Электронное обучение / число программ (из графы 3), реализуемых с применением электронного обучения / 20	Электронное обучение / численность обучающихся (из графы 10) с применением электронного обучения / 21	Электронное обучение / в том числе (из графы 21) с применением исключительно электронного обучения / 22	Дистанционные образовательные технологии / число программ (из графы 3), реализуемых с применением дистанционных образовательных технологий / 23	Дистанционные образовательные технологии / численность обучающихся (из графы 10) с применением дистанционных образовательных технологий / 24	Дистанционные образовательные технологии / в том числе (из графы 24) с применением исключительно дистанционных образовательных технологий / 25
Республика Крым	персонал; Частные	Образовательные программы бакалавриата / 01	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Образовательные программы магистратуры / 03	6.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	275.0	0.0	127.0	1.0	126.0	0.0	1.0	10851.0	4.0	261.0	20.0	20.0	0.0	20.0	2.0	16.0	3.0	275.0	10851.0	0.0	126.0	5793.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	134.0	0.0	81.0	0.0	81.0	0.0	0.0	2510.0	1.0	3.0	0.0	0.0	0.0	19.0	2.0	15.0	3.0	134.0	2510.0	0.0	81.0	1465.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	24.0	0.0	12.0	0.0	12.0	0.0	0.0	3194.0	1.0	92.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	24.0	3194.0	0.0	12.0	568.0	0.0
Республика Марий Эл	персонал; Частные	Образовательные программы бакалавриата / 01	11.0	1.0	0.0	0.0	0.0	0.0	0.0	539.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Образовательные программы магистратуры / 03	4.0	1.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Образовательные программы специалитета / 02	1.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	113.0	34.0	60.0	16.0	48.0	0.0	0.0	12733.0	15.0	543.0	222.0	222.0	45.0	16.0	2.0	17.0	2.0	108.0	12589.0	7132.0	60.0	7568.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	76.0	24.0	40.0	0.0	28.0	0.0	0.0	3246.0	7.0	77.0	45.0	45.0	20.0	7.0	1.0	6.0	1.0	70.0	3085.0	2073.0	41.0	2349.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	23.0	5.0	13.0	4.0	10.0	0.0	0.0	6520.0	5.0	196.0	5.0	5.0	0.0	9.0	5.0	9.0	5.0	14.0	5440.0	5386.0	13.0	5386.0	0.0
Республика Мордовия	персонал; Частные	Образовательные программы бакалавриата / 01	27.0	0.0	0.0	0.0	0.0	0.0	0.0	1584.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	персонал; Частные	Образовательные программы магистратуры / 03	15.0	1.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	персонал; Частные	Образовательные программы специалитета / 02	9.0	0.0	0.0	0.0	0.0	0.0	0.0	514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	266.0	12.0	94.0	0.0	0.0	0.0	0.0	14921.0	7.0	224.0	224.0	194.0	67.0	5.0	2.0	5.0	2.0	223.0	10599.0	0.0	256.0	13776.0	0.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	142.0	1.0	30.0	0.0	0.0	0.0	0.0	2694.0	5.0	47.0	47.0	47.0	41.0	5.0	5.0	5.0	5.0	126.0	2065.0	0.0	141.0	2608.0	0.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	62.0	1.0	14.0	0.0	0.0	0.0	0.0	4252.0	2.0	31.0	31.0	31.0	0.0	1.0	0.0	1.0	0.0	55.0	3722.0	0.0	60.0	4163.0	0.0
Республика Саха (Якутия)	персонал; Частные	Образовательные программы бакалавриата / 01	13.0	0.0	0.0	0.0	0.0	0.0	0.0	731.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	134.0	0.0	3.0	134.0	0.0
Республика Саха (Якутия)	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	131.0	3.0	0.0	0.0	0.0	0.0	0.0	10777.0	10.0	189.0	189.0	142.0	0.0	4.0	0.0	4.0	0.0	78.0	7504.0	0.0	96.0	9802.0	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	75.0	1.0	0.0	0.0	0.0	0.0	0.0	2413.0	6.0	83.0	83.0	83.0	25.0	6.0	1.0	6.0	1.0	51.0	1902.0	0.0	65.0	2239.0	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	16.0	0.0	0.0	0.0	0.0	0.0	0.0	6492.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1816.0	0.0	11.0	3104.0	0.0
Республика Северная Осетия - Алания	персонал; Частные	Образовательные программы бакалавриата / 01	3.0	0.0	0.0	0.0	0.0	0.0	0.0	305.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	305.0	0.0	3.0	305.0	0.0
Республика Северная Осетия - Алания	персонал; Частные	Образовательные программы магистратуры / 03	3.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	67.0	0.0	3.0	67.0	0.0
Республика Северная Осетия - Алания	персонал; Частные	Образовательные программы специалитета / 02	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	5.0	0.0
Республика Татарстан	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	900.0	72.0	258.0	31.0	9.0	0.0	16.0	89334.0	33.0	1119.0	1119.0	1118.0	281.0	24.0	16.0	25.0	14.0	519.0	51918.0	50.0	136.0	7437.0	0.0
Республика Татарстан	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	592.0	46.0	37.0	10.0	2.0	3.0	72.0	18786.0	26.0	335.0	316.0	308.0	57.0	22.0	6.0	12.0	1.0	342.0	10312.0	32.0	46.0	1232.0	35.0
Республика Татарстан	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	99.0	2.0	19.0	2.0	0.0	0.0	16.0	16807.0	1.0	19.0	19.0	1.0	0.0	1.0	0.0	1.0	0.0	51.0	11561.0	0.0	30.0	6951.0	0.0
Республика Татарстан	персонал; Частные	Образовательные программы бакалавриата / 01	117.0	6.0	22.0	4.0	2.0	0.0	0.0	16853.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	8402.0	0.0	6.0	1445.0	0.0
Республика Татарстан	персонал; Частные	Образовательные программы магистратуры / 03	37.0	4.0	7.0	2.0	0.0	0.0	0.0	1322.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	599.0	0.0	6.0	244.0	0.0
Республика Татарстан	персонал; Частные	Образовательные программы специалитета / 02	9.0	0.0	1.0	1.0	0.0	0.0	0.0	1929.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	100.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	83.0	61.0	26.0	26.0	0.0	0.0	0.0	4873.0	8.0	120.0	120.0	120.0	120.0	8.0	8.0	4.0	4.0	83.0	4873.0	0.0	83.0	4873.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	32.0	29.0	1.0	1.0	0.0	0.0	0.0	747.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	747.0	0.0	32.0	747.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	4.0	3.0	2.0	2.0	0.0	0.0	0.0	368.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	368.0	0.0	4.0	368.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	98.0	0.0	1.0	1.0	0.0	0.0	0.0	5764.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	5764.0	0.0	15.0	1311.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	31.0	0.0	0.0	0.0	0.0	0.0	0.0	1038.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	1038.0	0.0	4.0	109.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	7.0	0.0	0.0	0.0	0.0	0.0	0.0	805.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	805.0	0.0	2.0	102.0	0.0
Российская Федерация	Всего	Образовательные программы бакалавриата / 01	30564.0	2895.0	9627.0	1705.0	3056.0	177.0	7926.0	2800405.0	1227.0	54004.0	39202.0	34670.0	7520.0	924.0	297.0	659.0	202.0	14926.0	1242959.0	30060.0	16188.0	1352368.0	41674.0
Российская Федерация	Всего	Образовательные программы магистратуры / 03	17642.0	1749.0	4707.0	767.0	1666.0	111.0	2608.0	537523.0	818.0	15455.0	10532.0	9787.0	3026.0	916.0	367.0	643.0	211.0	9273.0	261835.0	6493.0	9572.0	272985.0	10114.0
Российская Федерация	Всего	Образовательные программы специалитета / 02	4854.0	521.0	1246.0	248.0	320.0	4.0	871.0	832048.0	180.0	12204.0	8938.0	8290.0	1588.0	181.0	71.0	117.0	30.0	2497.0	401822.0	8372.0	2441.0	381692.0	2515.0
Российская Федерация	Всего; персонал	Образовательные программы бакалавриата / 01	30564.0	2895.0	9627.0	1705.0	3056.0	177.0	7926.0	2800405.0	1227.0	54004.0	39202.0	34670.0	7520.0	924.0	297.0	659.0	202.0	14926.0	1242959.0	30060.0	16188.0	1352368.0	41674.0
Российская Федерация	Всего; персонал	Образовательные программы магистратуры / 03	17642.0	1749.0	4707.0	767.0	1666.0	111.0	2608.0	537523.0	818.0	15455.0	10532.0	9787.0	3026.0	916.0	367.0	643.0	211.0	9273.0	261835.0	6493.0	9572.0	272985.0	10114.0
Российская Федерация	Всего; персонал	Образовательные программы специалитета / 02	4854.0	521.0	1246.0	248.0	320.0	4.0	871.0	832048.0	180.0	12204.0	8938.0	8290.0	1588.0	181.0	71.0	117.0	30.0	2497.0	401822.0	8372.0	2441.0	381692.0	2515.0
Российская Федерация	Государственные, Муниципальные	Образовательные программы бакалавриата / 01	28351.0	2705.0	9314.0	1631.0	2902.0	170.0	7462.0	2478412.0	1182.0	51845.0	38190.0	34338.0	7520.0	903.0	293.0	647.0	200.0	14267.0	1165248.0	29562.0	15209.0	1230998.0	30558.0
Российская Федерация	Государственные, Муниципальные	Образовательные программы магистратуры / 03	16884.0	1669.0	4633.0	753.0	1644.0	109.0	2578.0	507298.0	802.0	15287.0	10494.0	9754.0	3026.0	899.0	367.0	628.0	211.0	9045.0	255564.0	6493.0	9210.0	261451.0	9847.0
Российская Федерация	Государственные, Муниципальные	Образовательные программы специалитета / 02	4636.0	505.0	1220.0	247.0	312.0	4.0	853.0	798813.0	178.0	12034.0	8789.0	8290.0	1588.0	180.0	71.0	116.0	30.0	2464.0	398607.0	8372.0	2389.0	375005.0	2515.0
Российская Федерация	Частные	Образовательные программы бакалавриата / 01	2213.0	190.0	313.0	74.0	154.0	7.0	464.0	321993.0	45.0	2159.0	1012.0	332.0	0.0	21.0	4.0	12.0	2.0	659.0	77711.0	498.0	979.0	121370.0	11116.0
Российская Федерация	Частные	Образовательные программы магистратуры / 03	758.0	80.0	74.0	14.0	22.0	2.0	30.0	30225.0	16.0	168.0	38.0	33.0	0.0	17.0	0.0	15.0	0.0	228.0	6271.0	0.0	362.0	11534.0	267.0
Российская Федерация	Частные	Образовательные программы специалитета / 02	218.0	16.0	26.0	1.0	8.0	0.0	18.0	33235.0	2.0	170.0	149.0	0.0	0.0	1.0	0.0	1.0	0.0	33.0	3215.0	0.0	52.0	6687.0	0.0
Российская Федерация	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	28351.0	2705.0	9314.0	1631.0	2902.0	170.0	7462.0	2478412.0	1182.0	51845.0	38190.0	34338.0	7520.0	903.0	293.0	647.0	200.0	14267.0	1165248.0	29562.0	15209.0	1230998.0	30558.0
Российская Федерация	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	16884.0	1669.0	4633.0	753.0	1644.0	109.0	2578.0	507298.0	802.0	15287.0	10494.0	9754.0	3026.0	899.0	367.0	628.0	211.0	9045.0	255564.0	6493.0	9210.0	261451.0	9847.0
Российская Федерация	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	4636.0	505.0	1220.0	247.0	312.0	4.0	853.0	798813.0	178.0	12034.0	8789.0	8290.0	1588.0	180.0	71.0	116.0	30.0	2464.0	398607.0	8372.0	2389.0	375005.0	2515.0
Российская Федерация	персонал; Частные	Образовательные программы бакалавриата / 01	2213.0	190.0	313.0	74.0	154.0	7.0	464.0	321993.0	45.0	2159.0	1012.0	332.0	0.0	21.0	4.0	12.0	2.0	659.0	77711.0	498.0	979.0	121370.0	11116.0
Российская Федерация	персонал; Частные	Образовательные программы магистратуры / 03	758.0	80.0	74.0	14.0	22.0	2.0	30.0	30225.0	16.0	168.0	38.0	33.0	0.0	17.0	0.0	15.0	0.0	228.0	6271.0	0.0	362.0	11534.0	267.0
Российская Федерация	персонал; Частные	Образовательные программы специалитета / 02	218.0	16.0	26.0	1.0	8.0	0.0	18.0	33235.0	2.0	170.0	149.0	0.0	0.0	1.0	0.0	1.0	0.0	33.0	3215.0	0.0	52.0	6687.0	0.0
Ростовская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	855.0	44.0	400.0	15.0	335.0	0.0	4.0	81929.0	29.0	716.0	716.0	716.0	501.0	38.0	25.0	6.0	5.0	253.0	31776.0	0.0	141.0	24953.0	129.0
Ростовская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	528.0	26.0	200.0	2.0	176.0	0.0	0.0	18143.0	23.0	425.0	425.0	402.0	136.0	42.0	14.0	6.0	4.0	120.0	4695.0	0.0	104.0	8491.0	279.0
Ростовская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	174.0	28.0	84.0	8.0	64.0	0.0	2.0	28060.0	4.0	59.0	59.0	59.0	59.0	1.0	1.0	1.0	1.0	48.0	4166.0	0.0	36.0	3828.0	222.0
Ростовская область	персонал; Частные	Образовательные программы бакалавриата / 01	51.0	6.0	0.0	0.0	0.0	0.0	0.0	3560.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	950.0	0.0	38.0	1412.0	0.0
Ростовская область	персонал; Частные	Образовательные программы магистратуры / 03	24.0	0.0	0.0	0.0	0.0	0.0	0.0	531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	259.0	0.0	21.0	417.0	0.0
Ростовская область	персонал; Частные	Образовательные программы специалитета / 02	1.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	284.0	21.0	1.0	1.0	0.0	0.0	0.0	15254.0	4.0	117.0	3.0	3.0	0.0	4.0	0.0	2.0	0.0	79.0	5072.0	0.0	247.0	12065.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	129.0	11.0	0.0	0.0	0.0	0.0	0.0	2773.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	880.0	0.0	109.0	2226.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	37.0	4.0	0.0	0.0	0.0	0.0	0.0	8497.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	1585.0	0.0	26.0	1674.0	0.0
Рязанская область	персонал; Частные	Образовательные программы бакалавриата / 01	19.0	3.0	0.0	0.0	0.0	0.0	15.0	1733.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	140.0	0.0
Рязанская область	персонал; Частные	Образовательные программы магистратуры / 03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	Образовательные программы специалитета / 02	1.0	1.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	830.0	57.0	197.0	46.0	153.0	29.0	1230.0	65131.0	11.0	238.0	113.0	113.0	33.0	12.0	6.0	12.0	6.0	291.0	26339.0	0.0	607.0	44757.0	9080.0
Самарская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	402.0	30.0	66.0	22.0	24.0	18.0	363.0	10707.0	4.0	49.0	1.0	0.0	0.0	8.0	4.0	8.0	4.0	202.0	5172.0	23.0	229.0	6099.0	1281.0
Самарская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	109.0	12.0	33.0	11.0	20.0	0.0	203.0	18256.0	10.0	585.0	274.0	255.0	0.0	2.0	0.0	2.0	0.0	62.0	10405.0	0.0	68.0	11748.0	0.0
Самарская область	персонал; Частные	Образовательные программы бакалавриата / 01	82.0	0.0	0.0	0.0	0.0	0.0	0.0	3420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	2293.0	0.0	63.0	2293.0	0.0
Самарская область	персонал; Частные	Образовательные программы магистратуры / 03	20.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	162.0	0.0	18.0	162.0	0.0
Самарская область	персонал; Частные	Образовательные программы специалитета / 02	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2421.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	307.0	92.0	28.0	4.0	0.0	0.0	10.0	35647.0	5.0	199.0	6.0	6.0	2.0	2.0	1.0	2.0	1.0	159.0	20784.0	0.0	28.0	6270.0	0.0
Саратовская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	256.0	66.0	3.0	2.0	1.0	0.0	1.0	8868.0	9.0	110.0	84.0	45.0	1.0	9.0	1.0	9.0	1.0	161.0	5495.0	0.0	43.0	2416.0	0.0
Саратовская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	66.0	20.0	13.0	1.0	0.0	0.0	6.0	21909.0	1.0	23.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	29.0	16511.0	0.0	18.0	15251.0	0.0
Саратовская область	персонал; Частные	Образовательные программы бакалавриата / 01	16.0	1.0	0.0	0.0	0.0	0.0	0.0	1194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	72.0	0.0
Саратовская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	персонал; Частные	Образовательные программы специалитета / 02	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	65.0	0.0	0.0	0.0	0.0	0.0	0.0	4105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	4105.0	0.0	57.0	3059.0	0.0
Сахалинская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	12.0	0.0	0.0	0.0	0.0	0.0	0.0	341.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	341.0	0.0	12.0	341.0	0.0
Сахалинская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	11.0	0.0	0.0	0.0	0.0	0.0	0.0	331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	331.0	0.0	2.0	25.0	0.0
Свердловская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	627.0	61.0	327.0	120.0	168.0	0.0	182.0	77816.0	20.0	875.0	740.0	740.0	739.0	15.0	11.0	11.0	7.0	340.0	35230.0	19932.0	288.0	23264.0	3676.0
Свердловская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	415.0	34.0	140.0	96.0	25.0	2.0	186.0	13606.0	13.0	389.0	389.0	389.0	215.0	15.0	10.0	10.0	5.0	152.0	3186.0	2447.0	68.0	1483.0	300.0
Свердловская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	131.0	38.0	38.0	32.0	12.0	0.0	63.0	25745.0	10.0	81.0	81.0	81.0	81.0	18.0	17.0	3.0	2.0	58.0	10645.0	2514.0	59.0	9774.0	0.0
Свердловская область	персонал; Частные	Образовательные программы бакалавриата / 01	31.0	2.0	0.0	0.0	0.0	0.0	0.0	2541.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	403.0	0.0
Свердловская область	персонал; Частные	Образовательные программы магистратуры / 03	9.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	26.0	0.0
Свердловская область	персонал; Частные	Образовательные программы специалитета / 02	3.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	159.0	0.0
Смоленская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	224.0	50.0	111.0	3.0	2.0	0.0	9.0	11883.0	1.0	23.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	107.0	3992.0	0.0	152.0	7402.0	0.0
Смоленская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	77.0	15.0	7.0	2.0	0.0	0.0	2.0	1808.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	749.0	0.0	57.0	1069.0	0.0
Смоленская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	31.0	3.0	11.0	0.0	2.0	0.0	2.0	7466.0	2.0	22.0	22.0	22.0	22.0	2.0	2.0	1.0	1.0	21.0	5893.0	0.0	25.0	6276.0	0.0
Смоленская область	персонал; Частные	Образовательные программы бакалавриата / 01	15.0	0.0	0.0	0.0	0.0	0.0	0.0	1120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	283.0	0.0
Смоленская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Смоленская область	персонал; Частные	Образовательные программы специалитета / 02	1.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	90.0	0.0
Ставропольский край	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	885.0	91.0	662.0	0.0	0.0	0.0	0.0	36975.0	19.0	633.0	562.0	562.0	0.0	21.0	0.0	8.0	0.0	781.0	26560.0	0.0	799.0	29494.0	1097.0
Ставропольский край	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	388.0	43.0	314.0	0.0	0.0	0.0	0.0	7857.0	21.0	330.0	330.0	301.0	0.0	37.0	0.0	8.0	0.0	331.0	6254.0	0.0	377.0	6763.0	0.0
