region	tags	indicator	Всего (сумма гр. 4-6) / 3	в том числе по программам / бакалавриата / 4	в том числе по программам / специалитета / 5	в том числе по программам / магистратуры / 6
Томская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	3678.0	1872.0	1294.0	512.0
Томская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	5.0	3.0	2.0	0.0
Томская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	3.0	0.0	0.0	3.0
Томская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	0.0	0.0	0.0	0.0
Томская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	2.0	0.0	2.0	0.0
Томская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	7752.0	4531.0	799.0	2422.0
Томская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	170.0	61.0	46.0	63.0
Томская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	108.0	33.0	27.0	48.0
Томская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Томская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	100.0	52.0	18.0	30.0
Томская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Томская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	5.0	3.0	2.0	0.0
Тульская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	29.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	894.0	704.0	76.0	114.0
Тульская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	7016.0	4772.0	1239.0	1005.0
Тульская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	131.0	118.0	6.0	7.0
Тульская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	3628.0	2759.0	577.0	292.0
Тульская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	763.0	586.0	70.0	107.0
Тульская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	34.0	28.0	6.0	0.0
Тульская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	1.0	1.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	1.0	1.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	39.0	11.0	12.0	16.0
Тульская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	25.0	5.0	3.0	17.0
Тульская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	34.0	28.0	6.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	1.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	2479.0	2020.0	343.0	116.0
Тюменская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	14807.0	9579.0	3095.0	2133.0
Тюменская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	2214.0	1803.0	309.0	102.0
Тюменская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	1567.0	1113.0	390.0	64.0
Тюменская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	2062.0	1727.0	240.0	95.0
Тюменская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	212.0	92.0	12.0	108.0
Тюменская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	22.0	16.0	4.0	2.0
Тюменская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	20.0	12.0	6.0	2.0
Тюменская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	54.0	34.0	5.0	15.0
Тюменская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	31.0	10.0	7.0	14.0
Тюменская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	217.0	93.0	12.0	112.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	9050.0	6020.0	2095.0	935.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	10945.0	7086.0	2243.0	1616.0
Удмуртская Республика	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	5649.0	3259.0	1656.0	734.0
Удмуртская Республика	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	2481.0	1906.0	435.0	140.0
Удмуртская Республика	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	3864.0	2131.0	1465.0	268.0
Удмуртская Республика	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	29.0	18.0	5.0	6.0
Удмуртская Республика	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	59.0	0.0	59.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	20.0	0.0	20.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	1285.0	937.0	308.0	40.0
Удмуртская Республика	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	34.0	17.0	9.0	8.0
Удмуртская Республика	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	19.0	8.0	2.0	9.0
Удмуртская Республика	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	юридическими лицами / 08	29.0	18.0	5.0	6.0
Удмуртская Республика	персонал; Частные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	Численность студентов, получающих другие формы материальной поддержки / 15	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	Численность студентов, получающих: государственные академические стипендии / 01	16.0	16.0	0.0	0.0
Удмуртская Республика	персонал; Частные	бюджетных ассигнований федерального бюджета / 17	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	государственные социальные стипендии / 02	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	из них за счет средств:  стипендиального фонда / 16	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	органами государственной власти субъекта Российской Федерации / 06	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	стипендии Правительства Российской Федерации / 04	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	стипендии Президента Российской Федерации / 03	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	физическими лицами / 10	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	1.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	3033.0	2329.0	489.0	215.0
Ульяновская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	8916.0	5552.0	2346.0	1018.0
Ульяновская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	55.0	30.0	23.0	2.0
Ульяновская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	1753.0	1234.0	486.0	33.0
Ульяновская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	2972.0	2293.0	466.0	213.0
Ульяновская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	2.0	0.0	2.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	287.0	262.0	25.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	2.0	1.0	1.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	6.0	6.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	32.0	21.0	10.0	1.0
Ульяновская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	16.0	9.0	3.0	4.0
Ульяновская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	20.0	9.0	7.0	4.0
Хабаровский край	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	9.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	2545.0	1939.0	291.0	315.0
Хабаровский край	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	10796.0	6582.0	2982.0	1232.0
Хабаровский край	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	53.0	40.0	7.0	6.0
Хабаровский край	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	29.0	29.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	1597.0	1131.0	390.0	76.0
Хабаровский край	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	2176.0	1619.0	265.0	292.0
Хабаровский край	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	86.0	11.0	75.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	6.0	1.0	4.0	1.0
Хабаровский край	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	2.0	2.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	15.0	10.0	3.0	2.0
Хабаровский край	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	41.0	19.0	14.0	8.0
Хабаровский край	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	27.0	12.0	8.0	7.0
Хабаровский край	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	39.0	39.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	юридическими лицами / 08	86.0	11.0	75.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	1213.0	787.0	348.0	78.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	8169.0	5707.0	1016.0	1446.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	146.0	138.0	3.0	5.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	696.0	554.0	97.0	45.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	1069.0	651.0	345.0	73.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	172.0	140.0	17.0	15.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	8.0	8.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	43.0	26.0	13.0	4.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	17.0	11.0	0.0	6.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	13.0	9.0	1.0	3.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	103.0	98.0	0.0	5.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	юридическими лицами / 08	172.0	140.0	17.0	15.0
Челябинская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	40.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	9619.0	6357.0	2175.0	1087.0
Челябинская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	19969.0	12692.0	4598.0	2679.0
Челябинская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	959.0	497.0	363.0	99.0
Челябинская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	4447.0	3222.0	1058.0	167.0
Челябинская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	7781.0	5200.0	1646.0	935.0
Челябинская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	409.0	333.0	76.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	4.0	3.0	0.0	1.0
Челябинская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	3.0	3.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	1019.0	664.0	302.0	53.0
Челябинская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	78.0	27.0	34.0	17.0
Челябинская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	57.0	17.0	23.0	17.0
Челябинская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	6.0	3.0	3.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	физическими лицами / 10	8.0	8.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	421.0	339.0	79.0	3.0
Челябинская область	персонал; Частные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	Численность студентов, получающих другие формы материальной поддержки / 15	78.0	39.0	27.0	12.0
Челябинская область	персонал; Частные	Численность студентов, получающих: государственные академические стипендии / 01	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	бюджетных ассигнований федерального бюджета / 17	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	в том числе студентам, направленным ими на обучение / 12	7.0	7.0	0.0	0.0
Челябинская область	персонал; Частные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	государственные социальные стипендии / 02	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	из них за счет средств:  стипендиального фонда / 16	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	из них организацией, студентами которой они являются / 09	42.0	21.0	12.0	9.0
Челябинская область	персонал; Частные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	органами государственной власти субъекта Российской Федерации / 06	6.0	4.0	2.0	0.0
Челябинская область	персонал; Частные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	полученных от приносящей доход деятельности / 18	78.0	39.0	27.0	12.0
Челябинская область	персонал; Частные	стипендии Правительства Российской Федерации / 04	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	стипендии Президента Российской Федерации / 03	4.0	2.0	1.0	1.0
Челябинская область	персонал; Частные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	7.0	7.0	0.0	0.0
Челябинская область	персонал; Частные	физическими лицами / 10	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	юридическими лицами / 08	42.0	21.0	12.0	9.0
Чеченская Республика	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	2288.0	2086.0	178.0	24.0
Чеченская Республика	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	11671.0	8843.0	2488.0	340.0
Чеченская Республика	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	1444.0	1284.0	148.0	12.0
Чеченская Республика	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	3349.0	3018.0	295.0	36.0
Чеченская Республика	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	844.0	802.0	30.0	12.0
Чеченская Республика	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	15.0	15.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	15.0	15.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	8.0	8.0	0.0	0.0
