region	tags	indicator	Число ставок по штату, единиц / 3	Фактически занято, единиц / всего / 4	Фактически занято, единиц / работниками списочного состава / 5	Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек / 6	Принято работников, человек / всего / 7	Принято работников, человек / из них выпускники: / со средним профессиональ-ным образованием по программам подготовки специалистов среднего звена / 8	Принято работников, человек / из них выпускники: / с высшим образованием / 9	Выбыло работников, человек / всего / 10	Выбыло работников, человек / из них по собственному желанию / 11	Численность работников на начало отчетного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек / 12
Архангельская область	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	старшие преподаватели / 15	5.0	4.1	4.1	6.0	0.0	0.0	0.0	1.0	1.0	5.0
Архангельская область	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	учебно-вспомогательный персонал / 23	12.0	7.25	4.25	11.0	2.0	1.0	1.0	5.0	5.0	8.0
Астраханская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	124.5	114.2	107.45	120.0	27.0	12.0	3.0	21.0	18.0	118.0
Астраханская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	4654.73	4178.5	3259.01	3669.0	334.0	19.0	82.0	498.0	368.0	3505.0
Астраханская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	686.5	581.0	416.0	601.0	94.0	10.0	12.0	133.0	103.0	423.0
Астраханская область	персонал; Государственные, Муниципальные	ассистенты / 17	475.93	462.39	236.3	250.0	29.0	0.0	19.0	10.0	7.0	250.0
Астраханская область	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	2166.23	2008.0	1404.96	1568.0	72.0	0.0	43.0	90.0	66.0	1535.0
Астраханская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	27.5	26.0	25.0	26.0	2.0	0.0	1.0	2.0	2.0	25.0
Астраханская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	365.3	341.35	318.0	269.0	21.0	0.0	2.0	38.0	29.0	319.0
Астраханская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	29.5	28.5	28.5	29.0	2.0	0.0	1.0	1.0	0.0	29.0
Астраханская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	13.0	13.0	10.75	10.0	4.0	4.0	0.0	0.0	0.0	12.0
Астраханская область	персонал; Государственные, Муниципальные	директор филиала / 06	8.0	8.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0
Астраханская область	персонал; Государственные, Муниципальные	директора институтов / 12	4.9	4.9	4.9	6.0	0.0	0.0	0.0	0.0	0.0	6.0
Астраханская область	персонал; Государственные, Муниципальные	доценты / 14	949.97	888.0	662.04	742.0	14.0	0.0	5.0	42.0	34.0	720.0
Астраханская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	186.6	158.85	150.2	152.0	5.0	0.0	5.0	4.0	2.0	151.0
Астраханская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	2166.23	2007.91	1404.96	1568.0	72.0	0.0	43.0	90.0	66.0	1535.0
